Node Set,Time,Acceleration Ux (m/s^2),Acceleration Uy (m/s^2),Acceleration Uz (m/s^2)
A1-2-1-18,0.149999991059303,22.011564880407743,9.584728142081092,81.75666046142578
A1-2-1-18,0.155000001192093,49.380736418017314,-8.966667746384772,91.8178482055664
A1-2-1-18,0.159999996423721,53.18590188734175,-23.175209812869,134.00474548339844
A1-2-1-18,0.16499999165535,39.78418049043498,3.023545626385726,177.94308471679688
A1-2-1-18,0.170000001788139,42.88030431718396,7.68379167211787,164.62588500976562
A1-2-1-18,0.174999997019768,31.331543698526,-1.9560407007063603,132.44668579101562
A1-2-1-18,0.179999992251396,36.166598447280364,18.10766298352374,86.9944076538086
A1-2-1-18,0.185000002384186,37.32784790934215,34.20176260161263,49.71363830566406
A1-2-1-18,0.189999997615814,29.757290775714583,35.9158742832768,14.758729934692383
A1-2-1-18,0.194999992847443,24.075282184233647,41.72549221482676,-15.24276065826416
A1-2-1-18,0.199999988079071,16.86575512883741,45.91994955877121,-18.491662979125977
A1-2-1-18,0.204999998211861,-8.30524075434516,44.86175199309576,-7.4802350997924805
A1-2-1-18,0.209999993443489,-21.290217554580106,21.878296041860516,-0.40096476674079895
A1-2-1-18,0.214999988675117,-16.858360067337582,15.022672457971119,-24.484432220458984
A1-2-1-18,0.219999998807907,-7.672480067488272,16.945334300773084,-64.2469253540039
A1-2-1-18,0.224999994039536,2.00746162217305,5.729352475753437,-104.38481140136719
A1-2-1-18,0.229999989271164,1.2494175620600831,-9.424524002856849,-122.21913146972656
A1-2-1-18,0.234999999403954,-14.604857284480627,-22.16292439867096,-113.32718658447266
A1-2-1-18,0.239999994635582,-33.253508549789345,-38.399026622049135,-62.36906814575195
A1-2-1-18,0.24499998986721,-49.56596878027619,-61.470037394687026,-5.381508827209473
A1-2-1-18,0.25,-47.395542117530205,-79.87260969422258,46.429447174072266
A1-2-1-18,0.254999995231628,-32.0016631339161,-79.14235150014161,85.36772155761719
A1-2-1-18,0.259999990463257,-7.379457934062951,-74.78078187397173,78.77388763427734
A1-2-1-18,0.264999985694885,4.764350832629386,-55.94109450585461,70.34962463378906
A1-2-1-18,0.269999980926514,13.167202976482661,-21.076079650407202,76.9870376586914
A1-2-1-18,0.275000005960464,30.966370729322925,-18.100011540740738,83.54501342773438
A1-2-1-18,0.280000001192093,41.5545747961274,-8.634941878745789,93.43315124511719
A1-2-1-18,0.284999996423721,50.68436167319469,20.784695590454724,107.88428497314453
A1-2-1-18,0.28999999165535,58.47538050660301,45.70400277860363,93.74537658691406
A1-2-1-18,0.294999986886978,56.00342900438682,71.99252553035097,85.67742156982422
A1-2-1-18,0.299999982118607,43.4193241125752,91.51939847941203,59.170230865478516
A1-2-1-18,0.305000007152557,27.21403350636035,100.99699979100443,37.990936279296875
A1-2-1-18,0.310000002384186,16.193247468952936,91.79260933884991,28.334482192993164
A1-2-1-18,0.314999997615814,-0.7981935550071494,67.72622269063373,26.837629318237305
A1-2-1-18,0.319999992847443,-23.14357267043894,59.6749350075429,33.7050666809082
A1-2-1-18,0.324999988079071,-41.220549274779536,57.58513852979841,41.88775634765625
A1-2-1-18,0.329999983310699,-57.09812845326961,49.63213939814732,22.294240951538086
A1-2-1-18,0.334999978542328,-49.53103839112668,54.15187710123605,-18.160388946533203
A1-2-1-18,0.340000003576279,-40.720417716651816,51.45800170732845,-60.2810173034668
A1-2-1-18,0.344999998807907,-29.16834139974458,47.946059395730046,-85.7697982788086
A1-2-1-18,0.349999994039536,-34.97317161936865,46.29066410313271,-84.71198272705078
A1-2-1-18,0.354999989271164,-53.7323814964145,42.31117200776498,-53.5020751953125
A1-2-1-18,0.359999984502792,-72.70578148080047,28.871909570397857,-21.149372100830078
A1-2-1-18,0.364999979734421,-81.33410134799377,22.21346908540719,-8.159732818603516
A1-2-1-18,0.370000004768372,-67.3007111231449,8.03321802971568,-27.24614143371582
A1-2-1-18,0.375,-37.66843585081042,-22.65524904660841,-68.39713287353516
A1-2-1-18,0.379999995231628,-7.810226822333495,-27.03663007021479,-86.50601959228516
A1-2-1-18,0.384999990463257,17.868309988511417,-38.560773102070044,-93.59362030029297
A1-2-1-18,0.389999985694885,32.43970486776158,-41.76500474953362,-50.21278381347656
A1-2-1-18,0.394999980926514,43.26792065083176,-32.84605168337774,15.698564529418945
A1-2-1-18,0.399999976158142,39.94096619132238,-16.94264761001031,84.73483276367188
A1-2-1-18,0.405000001192093,33.592638378126516,-10.473072770312374,118.42025756835938
A1-2-1-18,0.409999996423721,45.8873634577126,-20.837644290153666,99.87329864501953
A1-2-1-18,0.41499999165535,57.751193139255314,-27.82514656506762,53.125736236572266
A1-2-1-18,0.419999986886978,49.35708459780225,-52.65497784229968,-3.031693458557129
A1-2-1-18,0.424999982118607,52.671536998224916,-49.615499420766994,-45.70357131958008
A1-2-1-18,0.429999977350235,25.283501353717334,-30.264493820419492,-59.607460021972656
A1-2-1-18,0.435000002384186,11.370621399851254,13.97051331604664,-54.18815231323242
A1-2-1-18,0.439999997615814,-10.028171082896401,23.09099488704279,-56.074745178222656
A1-2-1-18,0.444999992847443,-17.76801730036485,21.250053328309054,-40.054569244384766
A1-2-1-18,0.449999988079071,-24.007947945930542,26.86465495335097,-39.780113220214844
